laptop_ID,Company,Product,TypeName,Inches,Ram_GB,OpSys,Weight_kg,Price_euros,Touchscreen,ScreenWidth,ScreenHeight,Cpu_producer,Cpu_series,Cpu_model,Cpu_GHz,Gpu_producer,Gpu_model,Gpu_series,Memory1_GB,Memory1_type,Memory2_GB,Memory2_type
1057,Lenovo,Thinkpad L560,Notebook,15.6,8,Windows 10,2.3,1049.6,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
1058,HP,EliteBook 840,Notebook,14.0,4,Windows 10,1.54,1000.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,0,-
1059,HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,2103.34,0,1920,1080,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,500,HDD
1060,HP,EliteBook 1040,Notebook,14.0,8,Windows 7,1.43,1491.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
1061,MSI,GT72S Dominator,Gaming,17.3,16,Windows 10,3.78,1545.64,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,980M,256,SSD,1024,HDD
1062,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16,Windows 10,4.6,2289.99,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,980M,128,SSD,1024,HDD
1063,Asus,Chromebook C202SA,Netbook,11.6,4,Chrome OS,1.2,287.9,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,16,Flash Storage,0,-
1064,Lenovo,ThinkPad X1,Notebook,14.0,16,Windows 7,1.1,2620.0,0,2560,1440,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,0,-
1065,HP,Noteb Pav,Notebook,15.6,8,Windows 10,1.91,979.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,1024,HDD,0,-
1066,Dell,Inspiron 5578,2 in 1 Convertible,15.6,8,Windows 10,2.3,1094.0,1,1920,1080,Intel,7200U,Core i5,2.7,Intel,HD Graphics,620,256,SSD,0,-
1067,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,979.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
1068,Dell,XPS 13,Ultrabook,13.3,16,Windows 10,1.2,2254.0,1,3200,1800,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,1024,SSD,0,-
1069,HP,ProBook 650,Notebook,15.6,4,Windows 10,2.31,705.15,0,1366,768,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,500,HDD,0,-
1070,HP,250 G5,Notebook,15.6,4,No OS,1.96,499.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,0,-
1071,Acer,Aspire ES1-523,Notebook,15.6,8,Windows 10,2.4,449.0,0,1366,768,AMD,7410,A8-Series,2.2,AMD,Radeon R5,-,1024,HDD,0,-
1072,Dell,Inspiron 7378,2 in 1 Convertible,13.3,12,Windows 10,1.6,1299.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
1073,MSI,GT62VR 6RD,Gaming,15.6,16,Windows 10,2.94,1819.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1060,256,SSD,1024,HDD
1074,HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,1070.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
1075,Asus,Rog G752VL-GC088D,Gaming,17.3,16,No OS,4.0,998.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,965M,1024,HDD,0,-
1076,Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.25,559.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,-,1024,HDD,0,-
1077,Dell,Inspiron 5567,Notebook,15.6,16,Windows 10,2.32,989.99,0,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon R7,M445,2048,HDD,0,-
1079,MSI,GS63VR 6RF,Gaming,15.6,16,Windows 10,1.8,1929.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1060,256,SSD,1024,HDD
1080,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1458.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
1081,Asus,ROG G701VO,Gaming,17.3,64,Windows 10,3.58,3975.0,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,980,1024,SSD,0,-
1082,Dell,Inspiron 5368,2 in 1 Convertible,13.3,8,Windows 10,1.62,798.01,1,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,0,-
1083,Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.21,1329.0,0,3840,2160,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,970M,256,SSD,1024,HDD
1084,Apple,"MacBook 12""",Ultrabook,12.0,8,Mac OS X,0.92,1300.0,0,2304,1440,Intel,-,Core M,1.1,Intel,HD Graphics,515,256,Flash Storage,0,-
1085,Dell,Latitude 3570,Notebook,15.6,4,Windows 10,2.06,481.98,0,1366,768,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,500,HDD,0,-
1086,HP,ProBook 650,Notebook,15.6,4,Windows 10,2.31,1199.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,0,-
1087,HP,EliteBook 820,Ultrabook,12.5,8,Windows 7,1.26,1199.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
1088,HP,ProBook 430,Notebook,13.3,8,Windows 10,1.49,1090.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
1089,Lenovo,ThinkPad Yoga,Ultrabook,12.5,8,Windows 10,1.3,1713.49,1,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,0,-
1090,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,8,Windows 10,3.0,659.0,0,1600,900,Intel,6200U,Core i5,2.3,AMD,Radeon R5,M330,1024,HDD,0,-
1091,Lenovo,Ideapad 700-15ISK,Notebook,15.6,4,Windows 10,2.3,977.0,0,1920,1080,Intel,6300HQ,Core i5,2.3,Nvidia,GeForce GTX,950M,1024,HDD,0,-
1092,MSI,GT72VR Dominator,Gaming,17.3,16,Windows 10,3.78,2499.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,1024,HDD
1093,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,540.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,0,-
1094,HP,Probook 650,Notebook,15.6,4,Windows 7,2.31,940.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,0,-
1095,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,8,Windows 10,0.99,1399.0,1,2560,1440,Intel,6Y75,Core M,1.2,Intel,HD Graphics,515,512,SSD,0,-
1096,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,32,Windows 10,4.6,3240.0,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,980M,512,SSD,1024,Hybrid
1097,Lenovo,Yoga Book,2 in 1 Convertible,10.1,4,Windows 10,0.69,562.63,1,1920,1200,Intel,x5-Z8550,Atom,1.44,Intel,HD Graphics,400,64,Flash Storage,0,-
1098,HP,Spectre x360,Ultrabook,13.3,16,Windows 10,1.3,2049.0,0,3840,2160,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
1099,Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,750.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
1100,HP,EliteBook 840,Notebook,14.0,4,Windows 7,1.54,1030.99,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,0,-
1101,HP,ZBook 15u,Workstation,15.6,8,Windows 7,1.9,1495.0,0,1920,1080,Intel,6500U,Core i7,2.5,AMD,FirePro,W4190M,256,SSD,0,-
1102,Lenovo,ThinkPad T460,Notebook,14.0,8,Windows 7,1.7,1199.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,180,SSD,0,-
1103,HP,Chromebook 13,Notebook,13.3,4,Chrome OS,1.29,615.0,0,3200,1800,Intel,4405Y,Pentium Dual Core,1.5,Intel,HD Graphics,515,32,Flash Storage,0,-
1104,Acer,Aspire ES1-523,Notebook,15.6,4,Windows 10,2.4,387.0,0,1366,768,AMD,7410,A8-Series,2.2,AMD,Radeon R5,-,500,HDD,0,-
1105,Dell,Inspiron 3552,Notebook,15.6,4,Linux,2.2,393.49,0,1366,768,Intel,N3700,Pentium Quad Core,1.6,Intel,HD Graphics,-,500,HDD,0,-
1106,HP,250 G6,Notebook,15.6,4,No OS,1.86,345.99,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,1024,HDD,0,-
1107,Asus,Rog GL702VM-GC354T,Gaming,17.3,8,Windows 10,2.7,1599.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,1024,HDD
1108,Dell,Inspiron 5370,Ultrabook,13.3,4,Windows 10,1.4,818.35,0,1920,1080,Intel,8250U,Core i5,1.6,AMD,Radeon,530,256,SSD,0,-
1109,HP,Elitebook 820,Netbook,12.5,4,Windows 7,2.4,1599.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,128,SSD,0,-
1110,Acer,Aspire F5-573G,Notebook,15.6,8,Windows 10,2.4,799.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce GTX,950M,256,SSD,1024,HDD
1111,Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,638.8,0,1920,1080,Intel,7200U,Core i5,2.5,AMD,Radeon R7,M445,1024,HDD,0,-
1112,MSI,GS70 Stealth,Gaming,17.3,8,Windows 10,2.6,1599.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,965M,256,SSD,0,-
1113,HP,250 G5,Notebook,15.6,4,Windows 10,1.96,500.0,0,1366,768,Intel,N3710,Pentium Quad Core,1.6,Intel,HD Graphics,405,1024,HDD,0,-
1114,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,4.3,2299.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,980M,128,SSD,1024,HDD
1115,Dell,Latitude E5270,Ultrabook,12.5,4,Windows 7,1.5,1135.15,0,1366,768,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,500,HDD,0,-
1116,Dell,Latitude E5270,Ultrabook,12.5,4,Windows 7,1.5,1166.97,0,1366,768,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,128,SSD,0,-
1117,Acer,Chromebook 15,Notebook,15.6,4,Chrome OS,2.2,209.0,0,1366,768,Intel,3205U,Celeron Dual Core,1.5,Intel,HD Graphics,-,16,SSD,0,-
1118,HP,ZBook 17,Workstation,17.3,8,Windows 7,3.0,2899.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,AMD,FirePro,W6150M,1024,HDD,0,-
1119,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,Windows 10,2.4,1199.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,512,SSD,0,-
1120,Dell,Latitude E5270,Ultrabook,12.5,8,Windows 7,1.5,1413.1,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
1121,MSI,GE72 Apache,Gaming,17.3,8,Windows 10,2.9,1511.19,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960M,128,SSD,1024,HDD
1122,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,Windows 10,2.1,867.0,1,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
1123,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,2.1,398.0,0,1920,1080,AMD,9220,A6-Series,2.5,AMD,Radeon R4,-,1024,HDD,0,-
1124,Asus,Rog GL552VW-CN470T,Gaming,15.6,16,Windows 10,2.59,1339.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960M,128,SSD,1024,HDD
1125,HP,EliteBook 1030,Notebook,13.3,8,Windows 10,1.16,1699.0,1,3200,1800,Intel,6Y54,Core M,1.1,Intel,HD Graphics,515,256,SSD,0,-
1126,Dell,Vostro 3559,Notebook,15.6,4,Windows 7,2.24,769.15,0,1366,768,Intel,6200U,Core i5,2.3,AMD,Radeon R5,M315,500,HDD,0,-
1127,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,4,Windows 10,2.1,429.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,128,SSD,0,-
1128,HP,Spectre Pro,Ultrabook,13.3,8,Windows 10,1.16,1969.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,512,SSD,0,-
1130,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.23,1379.0,0,1920,1080,Intel,7560U,Core i7,2.4,Intel,Iris Plus Graphics,640,256,SSD,0,-
1131,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16,Windows 10,4.6,2749.99,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,980M,256,SSD,1024,Hybrid
1132,Razer,Blade Stealth,Ultrabook,12.5,8,Windows 10,1.25,1029.0,1,3840,2160,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,0,-
1133,Toshiba,Portege X30-D-10K,Ultrabook,13.3,16,Windows 10,1.05,2226.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
1134,Asus,Rog GL752VW-T4308T,Gaming,17.3,8,Windows 10,3.52,1312.49,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960M,128,SSD,1024,HDD
1135,Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,4,Windows 10,1.35,196.0,0,1920,1080,Intel,X5-Z8350,Atom,1.44,Intel,HD Graphics,400,32,Flash Storage,0,-
1136,HP,Spectre Pro,Notebook,13.3,8,Windows 10,1.16,1690.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
1138,Dell,Latitude E5570,Notebook,15.6,4,Linux,2.09,523.63,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,0,-
1139,Asus,VivoBook Max,Notebook,15.6,4,Windows 10,2.0,435.0,0,1366,768,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,1024,HDD,0,-
1140,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,8,Windows 10,1.8,1669.0,1,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,0,-
1142,HP,EliteBook 820,Ultrabook,12.5,8,Windows 7,1.26,1895.0,0,1366,768,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,0,-
1143,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,989.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1060,128,SSD,1024,HDD
1144,HP,Omen -,Gaming,17.3,8,Windows 10,3.35,1129.0,0,1920,1080,Intel,6300HQ,Core i5,2.3,Nvidia,GeForce GTX,1060,128,SSD,1024,HDD
1145,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,8,Windows 10,2.04,629.0,0,1366,768,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,2048,HDD,0,-
1146,Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,8,Windows 7,1.8,2050.38,1,1920,1080,Intel,6600U,Core i7,2.6,Nvidia,Quadro,M500M,512,SSD,0,-
1147,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,4,Windows 10,1.5,278.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,32,Flash Storage,0,-
1148,HP,250 G6,Ultrabook,15.6,8,Windows 10,1.84,752.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
1149,Acer,Aspire E5-576G,Notebook,15.6,4,Windows 10,2.23,616.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,940MX,1024,HDD,0,-
1150,Lenovo,IdeaPad 500-15ISK,Notebook,15.6,16,Windows 10,2.5,1099.0,0,1920,1080,Intel,6500U,Core i7,2.5,AMD,Radeon R7,M360,1024,Hybrid,0,-
1151,HP,ZBook 17,Workstation,17.3,8,Windows 7,3.0,3949.4,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,Quadro,M3000M,256,SSD,0,-
1153,Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.5,784.0,0,1366,768,Intel,7200U,Core i5,2.5,AMD,Radeon R7,M445,1024,HDD,0,-
1154,MSI,GT72S Dominator,Gaming,17.3,16,Windows 10,3.78,2399.0,0,1920,1080,Intel,6820HQ,Core i7,2.7,Nvidia,GeForce GTX,980M,256,SSD,1024,HDD
1155,HP,EliteBook 850,Ultrabook,15.6,8,Windows 7,1.88,2171.72,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,0,-
1156,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,Windows 10,2.8,2440.0,1,2560,1440,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,512,SSD,0,-
1157,MSI,GP62M 7RDX,Gaming,15.6,8,Windows 10,2.4,1142.8,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,1024,HDD
1160,HP,Spectre Pro,2 in 1 Convertible,13.3,8,Windows 10,1.48,1629.0,1,1920,1080,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,0,-
1162,HP,Spectre Pro,2 in 1 Convertible,13.3,8,Windows 10,1.48,1799.0,1,2560,1440,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,0,-
1163,HP,ZBook Studio,Workstation,15.6,8,Windows 7,2.0,1899.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,Quadro,M1000M,256,SSD,0,-
1164,HP,EliteBook 820,Ultrabook,12.5,8,Windows 7,1.26,2296.95,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,0,-
1165,Dell,Vostro 5568,Notebook,15.6,8,Windows 10,2.18,1009.9,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,256,SSD,0,-
1166,HP,EliteBook 850,Notebook,15.6,8,Windows 7,1.88,1579.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
1167,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,Windows 10,1.27,2339.0,1,2560,1440,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,0,-
1168,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,4,No OS,1.9,339.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,1024,HDD,0,-
1169,HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,4,Windows 10,1.86,297.0,0,1366,768,AMD,7110,E-Series,1.8,AMD,Radeon R2 Graphics,-,500,HDD,0,-
1170,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,8,No OS,2.32,599.0,0,1920,1080,Intel,6200U,Core i5,2.3,AMD,Radeon R5,M330,1024,HDD,0,-
1171,Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,1199.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,1024,HDD,0,-
1172,Dell,XPS 15,Notebook,15.6,8,Windows 10,2.04,2250.68,1,3840,2160,Intel,6300HQ,Core i5,2.3,Nvidia,GeForce,960M,256,SSD,0,-
1173,HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,4,Windows 10,1.91,478.89,0,1920,1080,AMD,A6-9220,A6-Series,2.5,AMD,Radeon,520,256,SSD,0,-
1174,MSI,GP72M 7REX,Gaming,17.3,16,Windows 10,2.7,1492.8,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,256,SSD,1024,HDD
1175,Lenovo,ThinkPad T460s,Ultrabook,14.0,12,Windows 7,1.4,2299.0,0,1920,1080,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,512,SSD,0,-
1176,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,8,Windows 10,2.5,788.49,0,1920,1080,Intel,6200U,Core i5,2.3,AMD,Radeon R5,M330,1024,Hybrid,0,-
1177,HP,Spectre Pro,2 in 1 Convertible,13.3,8,Windows 10,1.48,2041.0,1,2560,1440,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,512,SSD,0,-
1178,Lenovo,ThinkPad T460,Ultrabook,14.0,8,Windows 7,1.7,1499.0,0,1920,1080,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,0,-
1179,MSI,GS40 Phantom,Gaming,14.0,16,Windows 10,1.7,1769.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,970M,256,SSD,1024,HDD
1180,HP,Pavilion 15-cb003nv,Gaming,15.6,8,Windows 10,2.62,899.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,1024,HDD,0,-
1181,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,8,Windows 10,2.2,459.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,1024,HDD,0,-
1182,HP,250 G4,Notebook,15.6,4,No OS,2.1,476.99,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,0,-
1183,Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,1498.0,0,3840,2160,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,128,SSD,1024,HDD
1184,Lenovo,ThinkPad T570,Notebook,15.6,8,Windows 10,1.95,1390.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
1185,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,4,Windows 10,2.2,468.0,0,1920,1080,Intel,6006U,Core i3,2.0,Nvidia,GeForce,920MX,1024,HDD,0,-
1186,HP,Stream 14-AX000nv,Notebook,14.0,2,Windows 10,1.44,249.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,32,Flash Storage,0,-
1187,MSI,PL60 7RD,Gaming,15.6,8,Windows 10,2.2,839.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce GTX,1050,1024,HDD,0,-
1188,HP,250 G5,Notebook,15.6,8,Windows 10,1.96,679.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,0,-
1189,HP,ProBook 450,Notebook,15.6,16,Windows 10,2.1,1159.0,0,1920,1080,Intel,8550U,Core i7,1.8,Intel,UHD Graphics,620,512,SSD,0,-
1190,Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.2,369.0,0,1366,768,Intel,N3050,Celeron Dual Core,1.6,Intel,HD Graphics,-,500,HDD,0,-
1191,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,4,No OS,2.1,398.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,0,-
1192,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,8,No OS,2.2,709.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,1024,HDD,0,-
1193,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,4,Windows 10,2.0,769.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,256,SSD,0,-
1194,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,4,Windows 7,2.32,825.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,1024,Hybrid,0,-
1195,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,16,Windows 10,3.31,1305.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960,512,SSD,0,-
1196,MSI,GS60 Ghost,Gaming,15.6,16,Windows 10,1.91,2153.37,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,970M,128,SSD,1024,HDD
1197,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.07,650.0,0,1366,768,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,500,HDD,0,-
1198,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,Windows 10,1.36,1637.0,1,2560,1440,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
1199,Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,6,Windows 10,1.54,831.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,920M,256,SSD,0,-
1200,Dell,Vostro 5568,Notebook,15.6,8,Linux,1.98,895.01,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce GT,940MX,256,SSD,0,-
1201,Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,333.0,0,1366,768,Intel,N3350,Celeron Dual Core,2.0,Intel,HD Graphics,500,500,HDD,0,-
1202,HP,Pavilion 15-BC000nv,Notebook,15.6,6,Windows 10,2.18,799.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960M,1024,HDD,0,-
1203,Asus,Rog GL552VW-DM201T,Gaming,15.6,8,Windows 10,2.591,909.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960M,256,SSD,1024,HDD
1204,Dell,Inspiron 5578,2 in 1 Convertible,15.6,16,Windows 10,2.09,1179.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
1205,Acer,Aspire E5-576G,Notebook,15.6,4,Windows 10,2.23,691.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,940MX,256,SSD,0,-
1206,Dell,XPS 13,Ultrabook,13.3,8,Linux,1.23,1099.0,1,3200,1800,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,0,-
1207,Acer,Predator G9-793,Gaming,17.3,16,Windows 10,4.2,2599.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,1024,HDD
1208,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.4,819.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,1024,HDD,0,-
