,Company,Product,TypeName,Inches,Ram_GB,OpSys,Weight_kg,Price_euros,Touchscreen,ScreenWidth,ScreenHeight,Cpu_producer,Cpu_series,Cpu_model,Cpu_GHz,Gpu_producer,Gpu_model,Gpu_series,Memory1_GB,Memory1_type,Memory2_type
1047,HP,EliteBook 820,Ultrabook,12.5,8,Windows 7,1.26,1199.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
1048,HP,ProBook 430,Notebook,13.3,8,Windows 10,1.49,1090.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
1049,Lenovo,ThinkPad Yoga,Ultrabook,12.5,8,Windows 10,1.3,1713.49,1,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
1050,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,8,Windows 10,3.0,659.0,0,1600,900,Intel,6200U,Core i5,2.3,AMD,Radeon R5,M330,1024,HDD,-
1051,Lenovo,Ideapad 700-15ISK,Notebook,15.6,4,Windows 10,2.3,977.0,0,1920,1080,Intel,6300HQ,Core i5,2.3,Nvidia,GeForce GTX,950M,1024,HDD,-
1052,MSI,GT72VR Dominator,Gaming,17.3,16,Windows 10,3.78,2499.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,HDD
1053,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,540.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
1054,HP,Probook 650,Notebook,15.6,4,Windows 7,2.31,940.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
1055,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,8,Windows 10,0.99,1399.0,1,2560,1440,Intel,6Y75,Core M,1.2,Intel,HD Graphics,515,512,SSD,-
1056,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,32,Windows 10,4.6,3240.0,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,980M,512,SSD,Hybrid
1057,Lenovo,Yoga Book,2 in 1 Convertible,10.1,4,Windows 10,0.69,562.63,1,1920,1200,Intel,x5-Z8550,Atom,1.44,Intel,HD Graphics,400,64,Flash Storage,-
1058,HP,Spectre x360,Ultrabook,13.3,16,Windows 10,1.3,2049.0,0,3840,2160,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
1059,Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,750.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
1060,HP,EliteBook 840,Notebook,14.0,4,Windows 7,1.54,1030.99,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
1061,HP,ZBook 15u,Workstation,15.6,8,Windows 7,1.9,1495.0,0,1920,1080,Intel,6500U,Core i7,2.5,AMD,FirePro,W4190M,256,SSD,-
1062,Lenovo,ThinkPad T460,Notebook,14.0,8,Windows 7,1.7,1199.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,180,SSD,-
1063,HP,Chromebook 13,Notebook,13.3,4,Chrome OS,1.29,615.0,0,3200,1800,Intel,4405Y,Pentium Dual Core,1.5,Intel,HD Graphics,515,32,Flash Storage,-
1064,Acer,Aspire ES1-523,Notebook,15.6,4,Windows 10,2.4,387.0,0,1366,768,AMD,7410,A8-Series,2.2,AMD,Radeon R5,-,500,HDD,-
1065,Dell,Inspiron 3552,Notebook,15.6,4,Linux,2.2,393.49,0,1366,768,Intel,N3700,Pentium Quad Core,1.6,Intel,HD Graphics,-,500,HDD,-
1066,HP,250 G6,Notebook,15.6,4,No OS,1.86,345.99,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,1024,HDD,-
1067,Asus,Rog GL702VM-GC354T,Gaming,17.3,8,Windows 10,2.7,1599.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,HDD
1068,Dell,Inspiron 5370,Ultrabook,13.3,4,Windows 10,1.4,818.35,0,1920,1080,Intel,8250U,Core i5,1.6,AMD,Radeon,530,256,SSD,-
1069,HP,Elitebook 820,Netbook,12.5,4,Windows 7,2.4,1599.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,128,SSD,-
1070,Acer,Aspire F5-573G,Notebook,15.6,8,Windows 10,2.4,799.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce GTX,950M,256,SSD,HDD
1071,Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,638.8,0,1920,1080,Intel,7200U,Core i5,2.5,AMD,Radeon R7,M445,1024,HDD,-
1072,MSI,GS70 Stealth,Gaming,17.3,8,Windows 10,2.6,1599.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,965M,256,SSD,-
1073,HP,250 G5,Notebook,15.6,4,Windows 10,1.96,500.0,0,1366,768,Intel,N3710,Pentium Quad Core,1.6,Intel,HD Graphics,405,1024,HDD,-
1074,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,4.3,2299.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,980M,128,SSD,HDD
1075,Dell,Latitude E5270,Ultrabook,12.5,4,Windows 7,1.5,1135.15,0,1366,768,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,500,HDD,-
1076,Dell,Latitude E5270,Ultrabook,12.5,4,Windows 7,1.5,1166.97,0,1366,768,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,128,SSD,-
1077,Acer,Chromebook 15,Notebook,15.6,4,Chrome OS,2.2,209.0,0,1366,768,Intel,3205U,Celeron Dual Core,1.5,Intel,HD Graphics,-,16,SSD,-
1078,HP,ZBook 17,Workstation,17.3,8,Windows 7,3.0,2899.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,AMD,FirePro,W6150M,1024,HDD,-
1079,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,Windows 10,2.4,1199.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,512,SSD,-
1080,Dell,Latitude E5270,Ultrabook,12.5,8,Windows 7,1.5,1413.1,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
1081,MSI,GE72 Apache,Gaming,17.3,8,Windows 10,2.9,1511.19,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960M,128,SSD,HDD
1082,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,Windows 10,2.1,867.0,1,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
1083,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,2.1,398.0,0,1920,1080,AMD,9220,A6-Series,2.5,AMD,Radeon R4,-,1024,HDD,-
1084,Asus,Rog GL552VW-CN470T,Gaming,15.6,16,Windows 10,2.59,1339.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960M,128,SSD,HDD
1085,HP,EliteBook 1030,Notebook,13.3,8,Windows 10,1.16,1699.0,1,3200,1800,Intel,6Y54,Core M,1.1,Intel,HD Graphics,515,256,SSD,-
1086,Dell,Vostro 3559,Notebook,15.6,4,Windows 7,2.24,769.15,0,1366,768,Intel,6200U,Core i5,2.3,AMD,Radeon R5,M315,500,HDD,-
1087,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,4,Windows 10,2.1,429.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,128,SSD,-
1088,HP,Spectre Pro,Ultrabook,13.3,8,Windows 10,1.16,1969.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,512,SSD,-
1089,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.23,1379.0,0,1920,1080,Intel,7560U,Core i7,2.4,Intel,Iris Plus Graphics,640,256,SSD,-
1090,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16,Windows 10,4.6,2749.99,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,980M,256,SSD,Hybrid
1091,Razer,Blade Stealth,Ultrabook,12.5,8,Windows 10,1.25,1029.0,1,3840,2160,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
1092,Toshiba,Portege X30-D-10K,Ultrabook,13.3,16,Windows 10,1.05,2226.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
1093,Asus,Rog GL752VW-T4308T,Gaming,17.3,8,Windows 10,3.52,1312.49,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960M,128,SSD,HDD
1094,Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,4,Windows 10,1.35,196.0,0,1920,1080,Intel,X5-Z8350,Atom,1.44,Intel,HD Graphics,400,32,Flash Storage,-
1095,HP,Spectre Pro,Notebook,13.3,8,Windows 10,1.16,1690.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
1096,Dell,Latitude E5570,Notebook,15.6,4,Linux,2.09,523.63,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
1097,Asus,VivoBook Max,Notebook,15.6,4,Windows 10,2.0,435.0,0,1366,768,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,1024,HDD,-
1098,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,8,Windows 10,1.8,1669.0,1,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
1099,HP,EliteBook 820,Ultrabook,12.5,8,Windows 7,1.26,1895.0,0,1366,768,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,-
1100,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,989.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1060,128,SSD,HDD
1101,HP,Omen -,Gaming,17.3,8,Windows 10,3.35,1129.0,0,1920,1080,Intel,6300HQ,Core i5,2.3,Nvidia,GeForce GTX,1060,128,SSD,HDD
1102,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,8,Windows 10,2.04,629.0,0,1366,768,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,2048,HDD,-
1103,Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,8,Windows 7,1.8,2050.38,1,1920,1080,Intel,6600U,Core i7,2.6,Nvidia,Quadro,M500M,512,SSD,-
1104,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,4,Windows 10,1.5,278.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,32,Flash Storage,-
1105,HP,250 G6,Ultrabook,15.6,8,Windows 10,1.84,752.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
1106,Acer,Aspire E5-576G,Notebook,15.6,4,Windows 10,2.23,616.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,940MX,1024,HDD,-
1107,Lenovo,IdeaPad 500-15ISK,Notebook,15.6,16,Windows 10,2.5,1099.0,0,1920,1080,Intel,6500U,Core i7,2.5,AMD,Radeon R7,M360,1024,Hybrid,-
1108,HP,ZBook 17,Workstation,17.3,8,Windows 7,3.0,3949.4,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,Quadro,M3000M,256,SSD,-
1109,Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.5,784.0,0,1366,768,Intel,7200U,Core i5,2.5,AMD,Radeon R7,M445,1024,HDD,-
1110,MSI,GT72S Dominator,Gaming,17.3,16,Windows 10,3.78,2399.0,0,1920,1080,Intel,6820HQ,Core i7,2.7,Nvidia,GeForce GTX,980M,256,SSD,HDD
1111,HP,EliteBook 850,Ultrabook,15.6,8,Windows 7,1.88,2171.72,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
1112,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,Windows 10,2.8,2440.0,1,2560,1440,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,512,SSD,-
1113,MSI,GP62M 7RDX,Gaming,15.6,8,Windows 10,2.4,1142.8,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,HDD
1114,HP,Spectre Pro,2 in 1 Convertible,13.3,8,Windows 10,1.48,1629.0,1,1920,1080,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,-
1115,HP,Spectre Pro,2 in 1 Convertible,13.3,8,Windows 10,1.48,1799.0,1,2560,1440,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,-
1116,HP,ZBook Studio,Workstation,15.6,8,Windows 7,2.0,1899.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,Quadro,M1000M,256,SSD,-
1117,HP,EliteBook 820,Ultrabook,12.5,8,Windows 7,1.26,2296.95,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
1118,Dell,Vostro 5568,Notebook,15.6,8,Windows 10,2.18,1009.9,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,256,SSD,-
1119,HP,EliteBook 850,Notebook,15.6,8,Windows 7,1.88,1579.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
1120,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,Windows 10,1.27,2339.0,1,2560,1440,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
1121,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,4,No OS,1.9,339.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,1024,HDD,-
1122,HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,4,Windows 10,1.86,297.0,0,1366,768,AMD,7110,E-Series,1.8,AMD,Radeon R2 Graphics,-,500,HDD,-
1123,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,8,No OS,2.32,599.0,0,1920,1080,Intel,6200U,Core i5,2.3,AMD,Radeon R5,M330,1024,HDD,-
1124,Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,1199.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,1024,HDD,-
1125,Dell,XPS 15,Notebook,15.6,8,Windows 10,2.04,2250.68,1,3840,2160,Intel,6300HQ,Core i5,2.3,Nvidia,GeForce,960M,256,SSD,-
1126,HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,4,Windows 10,1.91,478.89,0,1920,1080,AMD,A6-9220,A6-Series,2.5,AMD,Radeon,520,256,SSD,-
1127,MSI,GP72M 7REX,Gaming,17.3,16,Windows 10,2.7,1492.8,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,256,SSD,HDD
1128,Lenovo,ThinkPad T460s,Ultrabook,14.0,12,Windows 7,1.4,2299.0,0,1920,1080,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,512,SSD,-
1129,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,8,Windows 10,2.5,788.49,0,1920,1080,Intel,6200U,Core i5,2.3,AMD,Radeon R5,M330,1024,Hybrid,-
1130,HP,Spectre Pro,2 in 1 Convertible,13.3,8,Windows 10,1.48,2041.0,1,2560,1440,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,512,SSD,-
1131,Lenovo,ThinkPad T460,Ultrabook,14.0,8,Windows 7,1.7,1499.0,0,1920,1080,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,-
1132,MSI,GS40 Phantom,Gaming,14.0,16,Windows 10,1.7,1769.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,970M,256,SSD,HDD
1133,HP,Pavilion 15-cb003nv,Gaming,15.6,8,Windows 10,2.62,899.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,1024,HDD,-
1134,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,8,Windows 10,2.2,459.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,1024,HDD,-
1135,HP,250 G4,Notebook,15.6,4,No OS,2.1,476.99,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
1136,Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,1498.0,0,3840,2160,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,128,SSD,HDD
1137,Lenovo,ThinkPad T570,Notebook,15.6,8,Windows 10,1.95,1390.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
1138,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,4,Windows 10,2.2,468.0,0,1920,1080,Intel,6006U,Core i3,2.0,Nvidia,GeForce,920MX,1024,HDD,-
1139,HP,Stream 14-AX000nv,Notebook,14.0,2,Windows 10,1.44,249.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,32,Flash Storage,-
1140,MSI,PL60 7RD,Gaming,15.6,8,Windows 10,2.2,839.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce GTX,1050,1024,HDD,-
1141,HP,250 G5,Notebook,15.6,8,Windows 10,1.96,679.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,256,SSD,-
1142,HP,ProBook 450,Notebook,15.6,16,Windows 10,2.1,1159.0,0,1920,1080,Intel,8550U,Core i7,1.8,Intel,UHD Graphics,620,512,SSD,-
1143,Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.2,369.0,0,1366,768,Intel,N3050,Celeron Dual Core,1.6,Intel,HD Graphics,-,500,HDD,-
1144,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,4,No OS,2.1,398.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
1145,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,8,No OS,2.2,709.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,1024,HDD,-
1146,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,4,Windows 10,2.0,769.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,256,SSD,-
1147,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,4,Windows 7,2.32,825.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,1024,Hybrid,-
1148,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,16,Windows 10,3.31,1305.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960,512,SSD,-
1149,MSI,GS60 Ghost,Gaming,15.6,16,Windows 10,1.91,2153.37,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,970M,128,SSD,HDD
1150,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.07,650.0,0,1366,768,Intel,6100U,Core i3,2.3,Intel,HD Graphics,520,500,HDD,-
1151,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,Windows 10,1.36,1637.0,1,2560,1440,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
1152,Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,6,Windows 10,1.54,831.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,920M,256,SSD,-
1153,Dell,Vostro 5568,Notebook,15.6,8,Linux,1.98,895.01,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce GT,940MX,256,SSD,-
1154,Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,333.0,0,1366,768,Intel,N3350,Celeron Dual Core,2.0,Intel,HD Graphics,500,500,HDD,-
1155,HP,Pavilion 15-BC000nv,Notebook,15.6,6,Windows 10,2.18,799.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960M,1024,HDD,-
1156,Asus,Rog GL552VW-DM201T,Gaming,15.6,8,Windows 10,2.591,909.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960M,256,SSD,HDD
1157,Dell,Inspiron 5578,2 in 1 Convertible,15.6,16,Windows 10,2.09,1179.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
1158,Acer,Aspire E5-576G,Notebook,15.6,4,Windows 10,2.23,691.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,940MX,256,SSD,-
1159,Dell,XPS 13,Ultrabook,13.3,8,Linux,1.23,1099.0,1,3200,1800,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,-
1160,Acer,Predator G9-793,Gaming,17.3,16,Windows 10,4.2,2599.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,HDD
1161,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.4,819.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,1024,HDD,-
1162,Samsung,Chromebook Plus,2 in 1 Convertible,12.3,4,Chrome OS,1.15,659.0,1,2400,1600,Samsung,A72&A53,Cortex,2.0,ARM,Mali,T860 MP4,32,Flash Storage,-
1163,HP,250 G6,Notebook,15.6,4,Windows 10,1.86,485.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
1164,Apple,"MacBook 12""",Ultrabook,12.0,8,Mac OS X,0.92,1163.0,0,2304,1440,Intel,-,Core M,1.1,Intel,HD Graphics,5300,256,Flash Storage,-
1165,Dell,Inspiron 7378,2 in 1 Convertible,13.3,8,Windows 10,1.6,1199.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
1166,HP,Pavilion Power,Notebook,15.6,12,Windows 10,2.21,1327.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,HDD
1167,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,4,No OS,1.9,368.0,0,1366,768,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M430,1024,HDD,-
1168,Asus,Rog G752VY-GC229T,Gaming,17.3,16,Windows 10,4.3,2150.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,980M,512,SSD,HDD
1169,Acer,Aspire 3,Notebook,15.6,4,Linux,2.1,272.0,0,1366,768,Intel,N3350,Celeron Dual Core,2.0,Intel,HD Graphics,500,1024,HDD,-
1170,MSI,GS73VR 7RF,Gaming,17.3,16,Windows 10,2.43,2048.9,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,HDD
1171,Dell,Inspiron 5567,Notebook,15.6,4,Windows 10,2.3,499.0,0,1366,768,Intel,6006U,Core i3,2.0,AMD,Radeon R7,M440,128,SSD,-
1172,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,8,No OS,2.2,629.0,0,1366,768,Intel,6500U,Core i7,2.5,Nvidia,GeForce,920MX,500,HDD,-
1173,Dell,Inspiron 5579,2 in 1 Convertible,15.6,16,Windows 10,2.0,1285.0,1,1920,1080,Intel,8550U,Core i7,1.8,Intel,UHD Graphics,620,512,SSD,-
1174,Dell,XPS 13,Ultrabook,13.3,16,Windows 10,1.2,2680.0,1,3200,1800,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
1175,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,8,Windows 10,2.2,1169.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1060,1024,HDD,-
1176,Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,889.0,0,1920,1080,Intel,7200U,Core i5,2.5,AMD,Radeon R7,M445,256,SSD,-
1177,HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,8,Windows 10,1.91,579.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
1178,Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,Windows 10,2.2,299.0,0,1366,768,AMD,9000,E-Series,2.2,AMD,Radeon R2 Graphics,-,500,HDD,-
1179,Acer,Aspire E5-774G,Notebook,17.3,8,Windows 10,3.3,629.0,0,1600,900,Intel,6006U,Core i3,2.0,Nvidia,GeForce,940MX,1024,HDD,-
1180,Asus,Rog Strix,Gaming,15.6,16,Windows 10,2.2,2449.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,HDD
1181,Apple,"MacBook 12""",Ultrabook,12.0,8,Mac OS X,0.92,1279.0,0,2304,1440,Intel,-,Core M,1.2,Intel,HD Graphics,515,512,Flash Storage,-
1182,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,16,Windows 10,2.2,1749.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,128,SSD,HDD
1183,MSI,GS73VR Stealth,Gaming,17.3,16,Windows 10,2.43,1948.99,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1060,256,SSD,HDD
1184,Dell,Inspiron 7579,2 in 1 Convertible,15.6,8,Windows 10,2.191,999.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
1185,Asus,ROG Strix,Gaming,17.3,16,Windows 10,2.9,1949.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,HDD
1186,Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,2,Chrome OS,1.3,174.0,0,1366,768,Intel,3205U,Celeron Dual Core,1.5,Intel,HD Graphics,-,32,SSD,-
1187,Acer,E5 774G,Notebook,17.3,4,Windows 10,3.3,598.0,0,1600,900,Intel,6006U,Core i3,2.0,Nvidia,GeForce,940MX,1024,HDD,-
1188,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,8,No OS,2.8,539.0,0,1600,900,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,-
1189,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,8,Windows 10,2.6,1272.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960M,128,SSD,HDD
1190,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,8,Windows 10,1.2,1149.0,1,1920,1080,Intel,7Y75,Core i7,1.3,Intel,HD Graphics,615,256,SSD,-
1191,Lenovo,Thinkpad T560,Notebook,15.6,8,Windows 10,2.3,1529.0,0,1920,1080,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,256,SSD,-
1192,MSI,GP62MVR 6RF,Gaming,15.6,8,Windows 10,2.2,1476.11,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1060,128,SSD,HDD
